YEAR_AND_MONTH,PRODUCTKEY,STOREKEY,TOTAL_UNITS_SOLD,REVENUE_LAST_MONTH,REVENUE_3_LAST_MONTH,MONTH,QUARTER,TARGET_REVENUE_USD
2018-02,115,0,2,1999.92,1249.95,2,1,499.98
2018-02,124,0,12,839.97,559.98,2,1,3359.88
2018-02,417,0,1,599.00,2995.00,2,1,599.00
2018-02,418,0,5,809.85,539.90,2,1,1349.75
2018-02,419,0,3,1107.00,369.00,2,1,1107.00
2018-02,420,0,13,1499.70,3499.30,2,1,6498.70
2018-02,423,0,4,1198.00,599.00,2,1,2396.00
2018-02,425,0,1,4428.00,369.00,2,1,369.00
2018-02,426,0,3,2499.50,2499.50,2,1,1499.70
2018-02,428,0,9,3876.00,5814.00,2,1,8721.00
2018-02,429,0,2,599.90,1799.70,2,1,1199.80
2018-02,430,0,2,269.95,269.95,2,1,539.90
2018-02,431,0,1,369.00,738.00,2,1,369.00
2018-02,433,0,2,2907.00,1938.00,2,1,1938.00
2018-02,434,0,2,2995.00,4193.00,2,1,1198.00
2018-02,436,0,1,1107.00,738.00,2,1,369.00
2018-02,439,0,4,559.00,1677.00,2,1,2236.00
2018-02,441,0,8,229.90,689.70,2,1,1839.20
2018-02,442,0,1,809.70,2159.20,2,1,269.90
2018-02,444,0,10,919.00,3676.00,2,1,9190.00
2018-02,446,0,2,659.85,219.95,2,1,439.90
2018-02,448,0,2,1889.30,269.90,2,1,539.80
2018-02,449,0,12,349.00,3839.00,2,1,4188.00
2018-02,452,0,6,439.90,2199.50,2,1,1319.70
2018-02,453,0,5,229.90,1379.40,2,1,1149.50
2018-02,454,0,2,269.90,809.70,2,1,539.80
2018-02,459,0,4,1079.60,269.90,2,1,1079.60
2018-02,460,0,1,299.90,599.80,2,1,299.90
2018-02,687,0,2,1045.00,209.00,2,1,418.00
2018-02,1271,0,2,20.85,6.95,2,1,13.90
2018-02,1431,0,8,1280.00,256.00,2,1,2048.00
2018-02,1461,0,1,616.00,2464.00,2,1,308.00
2018-02,1573,0,2,353.94,58.99,2,1,117.98
2018-02,1574,0,4,299.95,119.98,2,1,239.96
2018-02,1578,0,1,657.00,1314.00,2,1,219.00
2018-02,1584,0,5,9.99,39.96,2,1,49.95
2018-02,1585,0,4,183.12,91.56,2,1,91.56
2018-02,1588,0,3,83.34,83.34,2,1,41.67
2018-02,1597,0,5,289.40,289.40,2,1,289.40
2018-02,1602,0,2,539.97,179.99,2,1,359.98
2018-02,1607,0,1,359.98,179.99,2,1,179.99
2018-02,1610,0,8,2609.91,579.98,2,1,2319.92
2018-02,1611,0,3,159.99,799.95,2,1,479.97
2018-02,1612,0,3,539.97,1259.93,2,1,539.97
2018-02,1618,0,1,235.96,176.97,2,1,58.99
2018-02,1624,0,2,1314.00,876.00,2,1,438.00
2018-02,1628,0,2,55.56,13.89,2,1,27.78
2018-02,1637,0,1,17.99,89.95,2,1,17.99
2018-02,1646,0,3,479.97,479.97,2,1,479.97
2018-02,1647,0,10,179.99,359.98,2,1,1799.90
2018-02,1649,0,10,779.97,779.97,2,1,2599.90
2018-02,1659,0,2,1039.96,2079.92,2,1,519.98
2018-02,1661,0,3,5.50,38.50,2,1,16.50
2018-02,1689,0,2,9.96,14.94,2,1,9.96
2018-02,2090,0,8,2950.00,1475.00,2,1,11800.00
2018-02,2091,0,3,1755.00,1755.00,2,1,2632.50
2018-02,2093,0,1,2032.00,3048.00,2,1,508.00
2018-02,2094,0,1,257.50,772.50,2,1,257.50
2018-02,2101,0,5,877.50,877.50,2,1,4387.50
2018-02,2506,0,3,4.74,9.48,2,1,14.22
2018-02,2513,0,16,259.98,129.99,2,1,2079.84
2018-03,28,0,2,199.90,399.80,3,1,399.80
2018-03,48,0,10,149.95,1049.65,3,1,1499.50
2018-03,49,0,3,1999.50,399.90,3,1,599.85
2018-03,54,0,8,2368.00,1480.00,3,1,2368.00
2018-03,58,0,3,1560.00,156.00,3,1,468.00
2018-03,82,0,3,243.30,40.55,3,1,121.65
2018-03,83,0,1,699.93,299.97,3,1,99.99
2018-03,87,0,4,99.99,199.98,3,1,399.96
2018-03,94,0,1,67.40,134.80,3,1,67.40
2018-03,103,0,1,115.00,575.00,3,1,115.00
2018-03,112,0,2,1999.92,999.96,3,1,499.98
2018-03,113,0,7,249.99,749.97,3,1,1749.93
2018-03,153,0,1,469.97,469.97,3,1,469.97
2018-03,154,0,1,939.94,469.97,3,1,469.97
2018-03,169,0,3,595.00,714.00,3,1,357.00
2018-03,421,0,4,2814.00,4221.00,3,1,1876.00
2018-03,448,0,1,539.80,269.90,3,1,269.90
2018-03,452,0,4,1319.70,1099.75,3,1,879.80
2018-03,453,0,5,1149.50,229.90,3,1,1149.50
2018-03,454,0,9,539.80,1349.50,3,1,2429.10
2018-03,460,0,7,299.90,1199.60,3,1,2099.30
2018-03,1573,0,3,117.98,294.95,3,1,176.97
2018-03,1577,0,1,1095.00,219.00,3,1,219.00
2018-03,1588,0,1,41.67,13.89,3,1,13.89
2018-03,1594,0,8,39.96,79.92,3,1,79.92
2018-03,1595,0,7,68.67,91.56,3,1,160.23
2018-03,1597,0,2,289.40,231.52,3,1,115.76
2018-03,1602,0,1,359.98,179.99,3,1,179.99
2018-03,1621,0,1,38.97,38.97,3,1,12.99
2018-03,1647,0,3,1799.90,359.98,3,1,539.97
2018-03,1653,0,10,439.96,659.94,3,1,1099.90
2018-03,1674,0,3,6.99,55.92,3,1,20.97
2018-03,1701,0,5,24.90,4.98,3,1,24.90
2018-03,2060,0,7,94.99,284.97,3,1,664.93
2018-04,80,0,3,121.65,324.40,4,2,121.65
2018-04,85,0,2,199.98,299.97,4,2,199.98
2018-04,419,0,1,1107.00,1845.00,4,2,369.00
2018-04,433,0,1,1938.00,5814.00,4,2,969.00
2018-04,1581,0,2,438.00,2409.00,4,2,438.00
2018-05,1,0,1,25.98,12.99,5,2,12.99
2018-05,10,0,1,239.96,239.96,5,2,59.99
2018-05,55,0,2,592.00,2368.00,5,2,592.00
2018-05,56,0,2,592.00,888.00,5,2,592.00
2018-05,65,0,4,181.00,543.00,5,2,724.00
2018-05,66,0,4,179.83,128.45,5,2,102.76
2018-05,78,0,2,81.10,121.65,5,2,81.10
2018-05,81,0,6,162.20,243.30,5,2,243.30
2018-05,87,0,2,399.96,499.95,5,2,199.98
2018-05,89,0,2,299.98,449.97,5,2,299.98
2018-05,89,40,7,149.99,599.96,5,2,1049.93
2018-05,91,0,12,749.95,599.96,5,2,1799.88
2018-05,92,0,5,449.97,149.99,5,2,749.95
2018-05,93,0,1,337.00,876.20,5,2,67.40
2018-05,105,0,6,230.00,345.00,5,2,690.00
2018-05,106,63,3,1063.92,531.96,5,2,398.97
2018-05,109,0,1,132.99,132.99,5,2,132.99
2018-05,145,0,3,14499.95,2899.99,5,2,8699.97
2018-05,153,0,8,469.97,469.97,5,2,3759.76
2018-05,184,0,6,297.00,99.00,5,2,594.00
2018-05,305,0,3,987.00,658.00,5,2,987.00
2018-05,418,0,1,1349.75,269.95,5,2,269.95
2018-05,419,0,5,369.00,1107.00,5,2,1845.00
2018-05,420,0,6,6498.70,999.80,5,2,2999.40
2018-05,421,0,1,1876.00,469.00,5,2,469.00
2018-05,426,0,3,1499.70,2999.40,5,2,1499.70
2018-05,427,0,8,4221.00,2814.00,5,2,3752.00
2018-05,429,0,3,1199.80,1199.80,5,2,1799.70
2018-05,434,0,5,1198.00,599.00,5,2,2995.00
2018-05,438,0,2,1838.00,2757.00,5,2,1838.00
2018-05,440,0,3,219.95,1099.75,5,2,659.85
2018-05,441,59,2,689.70,919.60,5,2,459.80
2018-05,443,0,3,1047.00,3490.00,5,2,1047.00
2018-05,444,0,5,9190.00,5514.00,5,2,4595.00
2018-05,450,0,3,2757.00,919.00,5,2,2757.00
2018-05,453,0,8,1149.50,229.90,5,2,1839.20
2018-05,459,0,1,1079.60,1079.60,5,2,269.90
2018-05,460,42,1,899.70,1199.60,5,2,299.90
2018-05,1437,0,4,597.00,398.00,5,2,796.00
2018-05,1446,0,6,289.00,578.00,5,2,1734.00
2018-05,1454,0,2,1393.00,995.00,5,2,398.00
2018-05,1462,0,1,536.00,268.00,5,2,268.00
2018-05,1490,0,3,258.00,129.00,5,2,387.00
2018-05,1513,0,1,538.00,269.00,5,2,269.00
2018-05,1576,8,1,12.99,12.99,5,2,12.99
2018-05,1582,0,5,89.95,35.98,5,2,89.95
2018-05,1586,0,4,25.32,37.98,5,2,50.64
2018-05,1588,0,4,13.89,83.34,5,2,55.56
2018-05,1595,0,2,160.23,22.89,5,2,45.78
2018-05,1597,0,3,115.76,289.40,5,2,173.64
2018-05,1599,0,1,173.64,289.40,5,2,57.88
2018-05,1605,59,5,289.99,2029.93,5,2,1449.95
2018-05,1608,0,1,109.99,109.99,5,2,109.99
2018-05,1612,0,1,539.97,719.96,5,2,179.99
2018-05,1615,0,3,289.99,579.98,5,2,869.97
2018-05,1616,0,9,56.99,341.94,5,2,512.91
2018-05,1617,0,10,405.93,115.98,5,2,579.90
2018-05,1618,0,2,58.99,117.98,5,2,117.98
2018-05,1624,0,3,438.00,2190.00,5,2,657.00
2018-05,1635,0,2,91.56,68.67,5,2,45.78
2018-05,1637,0,3,17.99,53.97,5,2,53.97
2018-05,1642,0,1,57.88,57.88,5,2,57.88
2018-05,1643,0,3,289.40,115.76,5,2,173.64
2018-05,1645,29,2,463.04,405.16,5,2,115.76
2018-05,1646,0,7,479.97,1279.92,5,2,1119.93
2018-05,1646,5,2,479.97,319.98,5,2,319.98
2018-05,1648,0,4,329.97,329.97,5,2,439.96
2018-05,1653,0,6,1099.90,439.96,5,2,659.94
2018-05,1655,0,1,579.98,289.99,5,2,289.99
2018-05,1674,0,7,20.97,41.94,5,2,48.93
2018-05,1683,0,4,14.97,9.98,5,2,19.96
2018-05,1690,0,1,33.98,101.94,5,2,16.99
2018-05,1698,0,1,34.95,6.99,5,2,6.99
2018-05,1712,0,5,631.17,140.26,5,2,350.65
2018-05,2043,0,7,1331.88,4661.58,5,2,4661.58
2018-05,2091,0,4,2632.50,877.50,5,2,3510.00
2018-05,2492,0,3,24.99,24.99,5,2,74.97
2018-05,2508,0,3,4.74,9.48,5,2,14.22
2018-05,2512,0,2,1039.92,1039.92,5,2,259.98
2018-06,10,0,1,59.99,119.98,6,2,59.99
2018-06,32,0,2,1020.00,1275.00,6,2,510.00
2018-06,46,0,4,1199.60,299.90,6,2,599.80
2018-06,52,0,4,1999.50,999.75,6,2,799.80
2018-06,53,0,1,592.00,1184.00,6,2,296.00
2018-06,54,0,3,2368.00,296.00,6,2,888.00
2018-06,56,0,3,592.00,592.00,6,2,888.00
2018-06,60,8,1,624.00,468.00,6,2,156.00
2018-06,61,0,12,362.00,181.00,6,2,2172.00
2018-06,67,51,1,51.38,25.69,6,2,25.69
2018-06,69,0,1,25.69,51.38,6,2,25.69
2018-06,78,0,7,81.10,121.65,6,2,283.85
2018-06,81,0,5,243.30,40.55,6,2,202.75
2018-06,82,0,3,121.65,40.55,6,2,121.65
2018-06,87,0,1,199.98,99.99,6,2,99.99
2018-06,88,0,10,899.94,449.97,6,2,1499.90
2018-06,92,0,5,749.95,149.99,6,2,749.95
2018-06,93,0,11,67.40,67.40,6,2,741.40
2018-06,95,61,3,67.40,67.40,6,2,202.20
2018-06,98,0,3,480.00,480.00,6,2,360.00
2018-06,103,0,1,115.00,920.00,6,2,115.00
2018-06,112,0,6,499.98,1999.92,6,2,1499.94
2018-06,120,0,1,359.97,359.97,6,2,119.99
2018-06,419,0,8,1845.00,1107.00,6,2,2952.00
2018-06,424,0,10,1619.70,2699.50,6,2,2699.50
2018-06,427,0,3,3752.00,938.00,6,2,1407.00
2018-06,428,0,11,8721.00,969.00,6,2,10659.00
2018-06,434,0,2,2995.00,2995.00,6,2,1198.00
2018-06,435,0,1,539.90,1349.75,6,2,269.95
2018-06,438,0,6,1838.00,2757.00,6,2,5514.00
2018-06,440,0,6,659.85,1759.60,6,2,1319.70
2018-06,441,0,2,1839.20,689.70,6,2,459.80
2018-06,443,0,3,1047.00,1396.00,6,2,1047.00
2018-06,448,45,1,269.90,1079.60,6,2,269.90
2018-06,451,0,4,559.00,2236.00,6,2,2236.00
2018-06,452,0,11,879.80,439.90,6,2,2419.45
2018-06,454,0,1,2429.10,269.90,6,2,269.90
2018-06,455,0,2,1838.00,4595.00,6,2,1838.00
2018-06,458,65,2,919.60,229.90,6,2,459.80
2018-06,459,0,4,269.90,1079.60,6,2,1079.60
2018-06,534,0,1,834.00,417.00,6,2,139.00
2018-06,1409,0,9,1178.00,1767.00,6,2,5301.00
2018-06,1419,0,4,516.00,1806.00,6,2,1032.00
2018-06,1438,0,1,580.00,580.00,6,2,290.00
2018-06,1445,0,9,536.00,2412.00,6,2,2412.00
2018-06,1462,0,1,268.00,804.00,6,2,268.00
2018-06,1484,0,1,1248.00,1248.00,6,2,208.00
2018-06,1502,0,2,478.00,478.00,6,2,478.00
2018-06,1515,0,4,1380.00,460.00,6,2,920.00
2018-06,1571,64,1,113.98,113.98,6,2,56.99
2018-06,1573,0,7,176.97,353.94,6,2,412.93
2018-06,1580,0,3,876.00,219.00,6,2,657.00
2018-06,1582,0,1,89.95,17.99,6,2,17.99
2018-06,1584,0,1,49.95,9.99,6,2,9.99
2018-06,1585,0,1,91.56,68.67,6,2,22.89
2018-06,1586,0,1,50.64,12.66,6,2,12.66
2018-06,1587,0,4,143.92,143.92,6,2,71.96
2018-06,1588,0,7,55.56,41.67,6,2,97.23
2018-06,1592,0,3,107.94,269.85,6,2,53.97
2018-06,1593,0,4,13.89,55.56,6,2,55.56
2018-06,1598,0,2,231.52,173.64,6,2,115.76
2018-06,1603,0,6,1209.89,769.93,6,2,659.94
2018-06,1615,0,10,869.97,869.97,6,2,2899.90
2018-06,1617,0,1,579.90,57.99,6,2,57.99
2018-06,1618,0,3,117.98,235.96,6,2,176.97
2018-06,1625,0,7,438.00,657.00,6,2,1533.00
2018-06,1627,0,2,17.99,53.97,6,2,35.98
2018-06,1630,0,1,91.56,22.89,6,2,22.89
2018-06,1632,0,13,17.99,35.98,6,2,233.87
2018-06,1637,0,12,53.97,17.99,6,2,215.88
2018-06,1645,0,2,347.28,57.88,6,2,115.76
2018-06,1647,0,1,539.97,179.99,6,2,179.99
2018-06,1651,0,7,159.99,159.99,6,2,1119.93
2018-06,1652,0,1,179.99,359.98,6,2,179.99
2018-06,1653,0,7,659.94,439.96,6,2,769.93
2018-06,1657,0,2,179.99,1439.92,6,2,359.98
2018-06,1659,0,5,519.98,519.98,6,2,1299.95
2018-06,1660,0,5,579.98,3479.88,6,2,1449.95
2018-06,1680,0,3,27.96,34.95,6,2,20.97
2018-06,1694,0,3,35.52,26.64,6,2,26.64
2018-06,1698,0,1,6.99,13.98,6,2,6.99
2018-06,1762,0,7,62.78,31.39,6,2,219.73
2018-06,1792,0,3,43.00,86.00,6,2,129.00
2018-06,1991,0,1,539.97,179.99,6,2,179.99
2018-06,2101,0,1,4387.50,1755.00,6,2,877.50
2018-06,2103,0,7,3048.00,2032.00,6,2,3556.00
2018-06,2111,0,1,877.50,2632.50,6,2,877.50
2018-06,2509,0,7,4.06,12.18,6,2,28.42
2018-06,2512,0,1,259.98,649.95,6,2,129.99
2018-07,49,0,7,599.85,599.85,7,3,1399.65
2018-07,52,0,8,799.80,399.90,7,3,1599.60
2018-07,53,0,5,296.00,296.00,7,3,1480.00
2018-07,54,0,2,888.00,2368.00,7,3,592.00
2018-07,57,0,5,156.00,1092.00,7,3,780.00
2018-07,58,0,1,468.00,312.00,7,3,156.00
2018-07,60,0,1,312.00,312.00,7,3,156.00
2018-07,63,0,8,1086.00,181.00,7,3,1448.00
2018-07,65,0,3,724.00,1267.00,7,3,543.00
2018-07,69,0,2,25.69,77.07,7,3,51.38
2018-07,75,0,1,113.85,151.80,7,3,37.95
2018-07,82,0,2,121.65,243.30,7,3,81.10
2018-07,86,0,1,1099.89,99.99,7,3,99.99
2018-07,88,0,1,1499.90,449.97,7,3,149.99
2018-07,89,0,2,299.98,1049.93,7,3,299.98
2018-07,94,0,2,67.40,337.00,7,3,134.80
2018-07,97,0,1,67.40,134.80,7,3,67.40
2018-07,100,0,1,360.00,360.00,7,3,120.00
2018-07,106,0,1,531.96,265.98,7,3,132.99
2018-07,108,0,4,132.99,132.99,7,3,531.96
2018-07,110,50,4,265.98,265.98,7,3,531.96
2018-07,113,0,2,1749.93,749.97,7,3,499.98
2018-07,125,0,1,717.00,286.80,7,3,143.40
2018-07,157,0,1,5499.95,3299.97,7,3,1099.99
2018-07,163,0,2,4776.60,9553.20,7,3,3184.40
2018-07,165,0,6,5344.57,1527.02,7,3,4581.06
2018-07,167,0,1,483.00,207.00,7,3,69.00
2018-07,188,0,2,350.70,350.70,7,3,233.80
2018-07,418,0,4,269.95,809.85,7,3,1079.80
2018-07,418,39,9,269.95,1349.75,7,3,2429.55
2018-07,419,0,4,2952.00,369.00,7,3,1476.00
2018-07,421,51,4,1407.00,4690.00,7,3,1876.00
2018-07,423,0,4,2396.00,3594.00,7,3,2396.00
2018-07,424,0,3,2699.50,1619.70,7,3,809.85
2018-07,430,0,8,539.90,539.90,7,3,2159.60
2018-07,440,0,2,1319.70,219.95,7,3,439.90
2018-07,440,54,2,1539.65,879.80,7,3,439.90
2018-07,442,0,2,269.90,269.90,7,3,539.80
2018-07,444,0,10,4595.00,919.00,7,3,9190.00
2018-07,445,0,3,1118.00,4472.00,7,3,1677.00
2018-07,445,61,2,3354.00,2795.00,7,3,1118.00
2018-07,446,0,6,439.90,1539.65,7,3,1319.70
2018-07,448,0,5,269.90,1889.30,7,3,1349.50
2018-07,450,51,1,1838.00,6433.00,7,3,919.00
2018-07,450,54,1,1838.00,1838.00,7,3,919.00
2018-07,453,0,5,1839.20,1149.50,7,3,1149.50
2018-07,456,0,3,559.00,1677.00,7,3,1677.00
2018-07,459,0,7,1079.60,1079.60,7,3,1889.30
2018-07,537,0,2,516.00,387.00,7,3,258.00
2018-07,1298,0,3,250.00,50.00,7,3,75.00
2018-07,1412,0,2,867.00,578.00,7,3,578.00
2018-07,1437,0,3,796.00,199.00,7,3,597.00
2018-07,1445,0,2,2412.00,268.00,7,3,536.00
2018-07,1458,0,3,200.00,400.00,7,3,600.00
2018-07,1462,0,1,268.00,536.00,7,3,268.00
2018-07,1571,0,4,284.95,398.93,7,3,227.96
2018-07,1571,42,3,170.97,227.96,7,3,170.97
2018-07,1572,0,3,463.92,173.97,7,3,173.97
2018-07,1576,0,4,12.99,51.96,7,3,51.96
2018-07,1578,0,3,219.00,1314.00,7,3,657.00
2018-07,1579,0,1,1095.00,1752.00,7,3,219.00
2018-07,1581,0,1,438.00,219.00,7,3,219.00
2018-07,1582,0,4,17.99,89.95,7,3,71.96
2018-07,1588,0,6,97.23,13.89,7,3,83.34
2018-07,1591,0,1,50.64,25.32,7,3,12.66
2018-07,1592,0,1,53.97,35.98,7,3,17.99
2018-07,1595,0,6,45.78,68.67,7,3,137.34
2018-07,1597,45,1,115.76,231.52,7,3,57.88
2018-07,1599,0,7,57.88,289.40,7,3,405.16
2018-07,1600,0,1,173.64,173.64,7,3,57.88
2018-07,1603,0,4,659.94,549.95,7,3,439.96
2018-07,1607,0,3,179.99,719.96,7,3,539.97
2018-07,1609,0,1,3379.87,519.98,7,3,259.99
2018-07,1613,47,2,109.99,329.97,7,3,219.98
2018-07,1614,0,8,2859.89,259.99,7,3,2079.92
2018-07,1617,0,2,57.99,405.93,7,3,115.98
2018-07,1618,0,1,176.97,58.99,7,3,58.99
2018-07,1619,0,2,599.90,239.96,7,3,119.98
2018-07,1625,47,3,438.00,219.00,7,3,657.00
2018-07,1627,0,4,35.98,89.95,7,3,71.96
2018-07,1628,0,1,27.78,27.78,7,3,13.89
2018-07,1635,0,2,45.78,45.78,7,3,45.78
2018-07,1636,0,3,25.32,139.26,7,3,37.98
2018-07,1637,0,3,215.88,17.99,7,3,53.97
2018-07,1638,0,6,55.56,138.90,7,3,83.34
2018-07,1639,53,1,9.99,29.97,7,3,9.99
2018-07,1640,0,2,183.12,22.89,7,3,45.78
2018-07,1642,0,2,57.88,115.76,7,3,115.76
2018-07,1645,0,6,115.76,115.76,7,3,347.28
2018-07,1647,0,8,179.99,1799.90,7,3,1439.92
2018-07,1658,0,8,109.99,439.96,7,3,879.92
2018-07,1660,0,9,1449.95,2609.91,7,3,2609.91
2018-07,1665,0,1,4.99,4.99,7,3,4.99
2018-07,1673,0,1,5.50,11.00,7,3,5.50
2018-07,1680,0,7,20.97,6.99,7,3,48.93
2018-07,1683,0,7,19.96,19.96,7,3,34.93
2018-07,1689,0,4,9.96,4.98,7,3,19.92
2018-07,1696,0,3,33.98,33.98,7,3,50.97
2018-07,1733,0,1,136.74,45.58,7,3,22.79
2018-07,1810,0,4,96.00,256.00,7,3,128.00
2018-07,2069,0,6,179.99,179.99,7,3,1079.94
2018-07,2103,0,3,3556.00,1524.00,7,3,1524.00
2018-07,2109,0,1,257.50,257.50,7,3,257.50
2018-07,2110,0,3,5900.00,8850.00,7,3,4425.00
2018-07,2112,0,1,791.00,791.00,7,3,791.00
2018-07,2490,0,1,14.99,29.98,7,3,14.99
2018-07,2499,0,5,71.16,23.72,7,3,118.60
2018-07,2501,0,3,23.72,237.20,7,3,71.16
2018-07,2502,0,2,9.99,29.97,7,3,19.98
2018-07,2512,0,3,129.99,1039.92,7,3,389.97
2018-07,2517,0,8,23.45,13.40,7,3,26.80
2018-08,47,0,3,1199.60,149.95,8,3,449.85
2018-08,52,0,2,1599.60,1999.50,8,3,399.90
2018-08,55,0,1,592.00,2960.00,8,3,296.00
2018-08,56,0,1,888.00,592.00,8,3,296.00
2018-08,57,0,3,780.00,780.00,8,3,468.00
2018-08,58,0,2,156.00,1560.00,8,3,312.00
2018-08,65,0,2,543.00,181.00,8,3,362.00
2018-08,68,0,4,128.45,77.07,8,3,102.76
2018-08,69,0,4,51.38,25.69,8,3,102.76
2018-08,70,0,6,335.65,95.90,8,3,287.70
2018-08,76,0,1,151.80,151.80,8,3,37.95
2018-08,78,0,3,283.85,81.10,8,3,121.65
2018-08,83,0,3,99.99,299.97,8,3,299.97
2018-08,86,0,7,99.99,299.97,8,3,699.93
2018-08,88,0,3,149.99,899.94,8,3,449.97
2018-08,88,63,9,149.99,1499.90,8,3,1349.91
2018-08,89,0,4,299.98,299.98,8,3,599.96
2018-08,90,0,1,599.96,449.97,8,3,149.99
2018-08,105,0,5,690.00,345.00,8,3,575.00
2018-08,105,47,7,230.00,460.00,8,3,805.00
2018-08,109,0,1,132.99,265.98,8,3,132.99
2018-08,137,0,3,499.99,2499.95,8,3,1499.97
2018-08,138,0,3,1999.96,499.99,8,3,1499.97
2018-08,154,0,3,469.97,469.97,8,3,1409.91
2018-08,160,0,1,6599.94,2199.98,8,3,1099.99
2018-08,165,0,7,4581.06,1527.02,8,3,5344.57
2018-08,331,0,1,1194.00,398.00,8,3,199.00
2018-08,417,0,4,599.00,2995.00,8,3,2396.00
2018-08,420,0,3,2999.40,1499.70,8,3,1499.70
2018-08,422,0,2,1938.00,969.00,8,3,1938.00
2018-08,424,0,4,809.85,1619.70,8,3,1079.80
2018-08,424,63,8,269.95,809.85,8,3,2159.60
2018-08,425,0,3,369.00,369.00,8,3,1107.00
2018-08,425,43,1,369.00,3690.00,8,3,369.00
2018-08,434,0,2,1198.00,1198.00,8,3,1198.00
2018-08,436,0,4,369.00,1476.00,8,3,1476.00
2018-08,438,0,3,5514.00,1838.00,8,3,2757.00
2018-08,439,0,10,2236.00,2795.00,8,3,5590.00
2018-08,439,39,1,1677.00,2236.00,8,3,559.00
2018-08,440,0,2,439.90,659.85,8,3,439.90
2018-08,444,0,10,9190.00,9190.00,8,3,9190.00
2018-08,445,38,7,3354.00,1677.00,8,3,3913.00
2018-08,446,0,3,1319.70,659.85,8,3,659.85
2018-08,447,0,1,2299.00,689.70,8,3,229.90
2018-08,450,0,3,2757.00,1838.00,8,3,2757.00
2018-08,451,0,7,2236.00,4472.00,8,3,3913.00
2018-08,453,0,1,1149.50,1149.50,8,3,229.90
2018-08,454,0,2,269.90,539.80,8,3,539.80
2018-08,456,0,1,1677.00,3913.00,8,3,559.00
2018-08,459,0,3,1889.30,269.90,8,3,809.70
2018-08,1104,0,6,1281.00,2562.00,8,3,2562.00
2018-08,1419,0,1,1032.00,1806.00,8,3,258.00
2018-08,1422,0,6,602.00,1806.00,8,3,1806.00
2018-08,1426,45,3,5890.00,1767.00,8,3,1767.00
2018-08,1437,0,9,597.00,597.00,8,3,1791.00
2018-08,1446,0,3,1734.00,289.00,8,3,867.00
2018-08,1465,0,1,1990.00,597.00,8,3,199.00
2018-08,1479,0,4,310.00,930.00,8,3,1240.00
2018-08,1484,39,1,1456.00,208.00,8,3,208.00
2018-08,1575,0,7,182.97,60.99,8,3,426.93
2018-08,1576,0,5,51.96,38.97,8,3,64.95
2018-08,1577,0,17,219.00,219.00,8,3,3723.00
2018-08,1581,64,1,438.00,2190.00,8,3,219.00
2018-08,1586,0,1,12.66,25.32,8,3,12.66
2018-08,1589,0,2,39.96,39.96,8,3,19.98
2018-08,1591,0,3,12.66,126.60,8,3,37.98
2018-08,1593,0,7,55.56,41.67,8,3,97.23
2018-08,1595,0,6,137.34,160.23,8,3,137.34
2018-08,1596,0,8,88.62,101.28,8,3,101.28
2018-08,1598,0,1,115.76,57.88,8,3,57.88
2018-08,1599,0,2,405.16,173.64,8,3,115.76
2018-08,1600,0,1,57.88,115.76,8,3,57.88
2018-08,1601,0,4,799.95,479.97,8,3,639.96
2018-08,1610,0,3,2319.92,579.98,8,3,869.97
2018-08,1612,0,12,179.99,539.97,8,3,2159.88
2018-08,1617,0,1,115.98,579.90,8,3,57.99
2018-08,1618,0,6,58.99,117.98,8,3,353.94
2018-08,1619,44,2,119.98,179.97,8,3,119.98
2018-08,1620,0,3,426.93,304.95,8,3,182.97
2018-08,1621,0,18,12.99,129.90,8,3,233.82
2018-08,1625,0,1,1533.00,876.00,8,3,219.00
2018-08,1628,0,1,13.89,55.56,8,3,13.89
2018-08,1633,0,1,13.89,41.67,8,3,13.89
2018-08,1637,0,10,53.97,53.97,8,3,179.90
2018-08,1641,65,9,88.62,12.66,8,3,113.94
2018-08,1646,0,1,1119.93,479.97,8,3,159.99
2018-08,1648,0,6,439.96,329.97,8,3,659.94
2018-08,1649,44,2,519.98,779.97,8,3,519.98
2018-08,1651,0,4,1119.93,959.94,8,3,639.96
2018-08,1655,0,3,289.99,579.98,8,3,869.97
2018-08,1658,0,5,879.92,109.99,8,3,549.95
2018-08,1663,0,2,20.67,27.56,8,3,13.78
2018-08,1666,0,2,135.12,50.67,8,3,33.78
2018-08,1667,0,1,5.50,38.50,8,3,5.50
2018-08,1674,0,3,48.93,6.99,8,3,20.97
2018-08,1675,0,1,13.78,48.23,8,3,6.89
2018-08,1676,0,2,17.98,26.97,8,3,17.98
2018-08,1678,0,1,67.56,135.12,8,3,16.89
2018-08,1679,0,2,33.00,27.50,8,3,11.00
2018-08,1689,0,2,19.92,9.96,8,3,9.96
2018-08,1696,0,5,50.97,16.99,8,3,84.95
2018-08,1698,0,2,6.99,34.95,8,3,13.98
2018-08,1699,0,3,6.88,20.64,8,3,20.64
2018-08,1791,0,3,344.00,43.00,8,3,129.00
2018-08,1793,0,1,430.00,86.00,8,3,43.00
2018-08,2033,0,1,359.98,179.99,8,3,179.99
2018-08,2090,0,2,11800.00,1475.00,8,3,2950.00
2018-08,2097,0,2,2373.00,3955.00,8,3,1582.00
2018-08,2102,0,8,2373.00,5537.00,8,3,6328.00
2018-08,2103,0,1,1524.00,3048.00,8,3,508.00
2018-08,2488,0,4,14.99,74.95,8,3,59.96
